LATITUDE,LONGITUDE,PARCELNO,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality,SALE_PRC
25.89865692,-80.14902393,6.2228E+11,9375,2358,25757,3974.4,8856.3,0,46547.7,39690.8,19835.7,42,0,1,5,1550000
25.89891538,-80.14591837,6.2228E+11,9750,2494,48603,4844.5,7829.6,5.1,46955.5,39637,20858.2,16,0,1,5,1020000
25.8989791,-80.15735637,6.2228E+11,9375,2541,22771,1673,11600.7,3.6,45878.9,40296.2,17128.6,52,0,12,5,975000
25.89911478,-80.15325057,6.2228E+11,9375,2387,24193,2704.7,10250.9,0,46285.1,40070,18479.8,26,0,10,5,950000
25.89947772,-80.14829214,6.2228E+11,13176,4480,31386,4048.2,8595.8,0,46908.8,39925.7,20065.3,24,0,5,5,1675000
25.90105823,-80.15069097,7.2221E+11,1889,862,0,3144.4,9396,501.4,47253.4,40661.5,19372.4,21,0,10,1,120000
25.9017972,-80.15775495,7.2221E+11,2654,916,1342,967.4,11708.3,803.5,46884,41370.9,17059.2,66,0,9,1,73000
25.90183856,-80.15500508,7.2221E+11,2999,861,2207,1741,10796.2,835.7,47121.7,41200,17946.2,62,0,2,2,86500
25.90226147,-80.15464751,7.2221E+11,3000,884,0,1773.5,10668.4,986.1,47305.5,41324.7,18082.7,58,0,1,2,99300
25.92612127,-80.12829389,3.12214E+12,9140,1484,6970,8143.2,2416.9,7.2,58214.8,49161.3,17891.1,46,0,3,5,1604000
25.92862047,-80.14147045,7.2215E+11,9350,3096,25519,3720.8,6775.6,36.7,57701.4,50234.3,14328.4,16,0,10,5,1225000
25.92940588,-80.13942985,7.2215E+11,8800,4729,31661,4288.9,6130,10.4,58142.5,50464.3,14538.6,16,0,7,5,1830000
25.92956328,-80.14211076,7.2215E+11,9200,4289,21507,3423.6,7013.6,34.8,57952.4,50589.1,13916.1,36,0,1,4,1900000
25.93028759,-80.13812817,7.2215E+11,8800,2520,20962,4616.9,5744.8,0,58584.9,50767.2,14581.5,31,0,11,4,1100000
25.933397,-80.13882116,7.221E+11,9200,2991,28567,4097.8,6088.9,10.5,59591.3,51907.6,13585.3,35,0,5,4,1375000
25.93342301,-80.13808442,7.221E+11,9200,2676,26650,4329.7,5849,11.8,59673.3,51905.1,13751.1,42,0,12,4,1425000
25.93445033,-80.1384528,7.221E+11,8800,3082,21648,4113.1,5981.9,15.6,59994.3,52284.2,13403.6,45,0,1,4,1270000
25.93487153,-80.13900753,7.221E+11,9350,2990,46641,3891.9,6166.9,11,60086.7,52448,13164.2,27,0,11,4,1250000
25.93542974,-80.13971735,7.221E+11,8800,3054,26327,3614.9,6406.3,10.2,60213.5,52663.2,12857.6,29,0,10,4,1300000
25.93749731,-80.139084,7.221E+11,8800,2932,34031,3609.3,6251.8,11.2,60991.5,53400.4,12493.5,30,0,12,4,1200000
25.94775124,-80.12290527,3.12202E+12,11876,3537,27568,7889,1223.1,25.2,63232.2,57093,15124.4,28,0,7,4,2100000
25.94861015,-80.12378423,3.12202E+12,13570,2111,2801,7501.9,1510.1,218.2,62911.1,57407.5,14649.4,47,0,7,2,9.00E+05
25.94889478,-80.12290699,3.12202E+12,7500,4098,0,7890.7,1284.8,386.9,62834.1,57524.4,14978.8,61,0,2,4,715000
25.95100536,-80.12141131,3.12202E+12,4402,3089,36292,8363.1,813.1,668.6,62149.3,58342.5,15202.9,1,0,2,5,1600000
25.95134157,-80.12139013,3.12202E+12,4402,3089,35539,8374,809.4,668,62028.6,58464.9,15174.2,1,0,6,5,1550000
25.95145356,-80.12138187,3.12202E+12,4402,3089,35539,8377.7,808.5,667.3,61988.4,58505.6,15164.8,1,0,5,5,1650000
25.95654964,-80.1225595,3.12202E+12,7290,3912,37296,8063.4,1224.7,328.8,60076.1,60076.1,14353.5,19,0,10,5,1200000
25.95663884,-80.12396007,3.12202E+12,5904,3678,1292,7574.6,1661.2,151.8,60022.8,60022.8,13879.2,10,0,11,5,1385000
25.95681051,-80.12308029,3.12202E+12,5564,2978,31117,7847.3,1377.8,257,59988.7,59988.7,14132.4,9,0,12,5,1200000
25.95694089,-80.121107,3.12202E+12,5500,2626,36208,8556.3,762.2,398.1,59983.9,59983.9,14802.7,10,0,7,5,1100000
25.95951938,-80.12150487,1.91235E+12,13125,3482,42460,8385.9,865.5,18.8,59042.4,59042.4,14469.2,30,0,5,4,2600000
25.96031945,-80.12969754,2.82202E+12,8144,2674,39943,5757.2,3583.8,336.1,58493.8,58493.8,11819.8,22,0,10,5,1650000
25.9605745,-80.12942082,2.82202E+12,6286,3015,34153,5823.5,3483.3,305.3,58415.6,58415.6,11865.8,18,0,12,5,1250000
25.96161563,-80.12904115,2.82202E+12,5000,3611,32658,5975.4,3365.7,545.1,58080,58080,11958.8,18,0,11,5,1365000
25.96615415,-80.12201303,1.91235E+12,15963,2707,185,8298.3,1094.9,0,56623,56623,14121.3,77,0,5,4,2600000
25.96781663,-80.13845725,2.81234E+12,4692,3236,0,2951.4,6580.7,1633.4,55656.6,55656.6,8745.6,17,0,1,5,1189900
25.96798202,-80.13864158,2.81234E+12,3912,3143,0,2907.1,6630.6,1682.5,55623.9,55623.9,8697.5,17,0,1,5,1100000
25.96819117,-80.12605084,2.81235E+12,7005,2868,23100,7036.8,2517.4,121.3,55735.3,55735.3,12826.9,24,0,12,5,1060000
25.96826603,-80.12591191,2.81235E+12,7000,2802,0,7076.8,2470.7,134.8,55711,55711,12866.4,25,0,6,5,925000
25.96870925,-80.12797469,2.81235E+12,4002,2553,0,6411.9,3163.5,322.8,55534.4,55534.4,12200,25,0,10,5,860000
25.96874669,-80.12627232,2.81235E+12,5703,2802,19250,6964.9,2592,213.5,55547.1,55547.1,12752.8,23,0,11,5,9.00E+05
25.96881957,-80.13750108,2.81234E+12,3063,2486,0,3292.2,6293.8,1421.5,55307.9,55307.9,9079.9,16,0,9,5,747000
25.96894608,-80.12626287,2.81235E+12,4071,3041,0,6983.6,2603.2,129.8,55477.8,55477.8,12771.4,23,0,11,5,875000
25.96894938,-80.12798474,2.81235E+12,4002,2868,0,6412.2,3162.1,238.8,55450.7,55450.7,12200,25,0,12,5,8.00E+05
25.9691836,-80.12597676,2.81235E+12,4002,2802,0,7076,2499,11.4,55394,55394,12863.8,24,0,6,5,940000
25.97099595,-80.13812299,2.81234E+12,3335,2365,0,3103.1,6477.3,1781.3,54513.4,54513.4,8907.1,15,0,9,5,750000
25.97179921,-80.13625156,2.81234E+12,4439,3013,0,3750.4,5898.8,1140.5,54223.7,54223.7,9567,15,0,3,5,1075000
25.97180885,-80.13613016,2.81234E+12,4512,2633,0,3790.5,5860.7,1110,54222,54222,9607.5,15,0,2,5,897000
25.97207198,-80.13731075,2.81234E+12,4466,2586,0,3372,6228.7,1356,54142.4,54142.4,9195.6,15,0,4,5,1100000
25.97248511,-80.13819984,2.81234E+12,3036,2365,0,3116.2,6557,1559.1,53972.6,53972.6,8946.2,14,0,6,5,842000
25.97438187,-80.11974639,1.91235E+12,10796,4796,31937,9141.4,435.7,312.8,53750.2,53750.2,14994.2,13,0,4,5,2400000
25.88728052,-80.17666683,6.2229E+11,10200,1245,1112,1261.4,18219,4147.9,40475.4,38203.9,10600.3,21,0,2,2,355000
25.88808488,-80.17549432,6.2229E+11,7540,1069,912,1011.1,17791.8,3772.9,40850.6,38348.8,10973.8,69,0,5,4,285000
25.88813966,-80.17805776,6.2229E+11,10772,1101,1110,1803.7,18650.5,3921.7,40728.5,38669.8,10157.7,26,0,1,2,252500
25.88851335,-80.17807079,6.2229E+11,10674,1889,5215,1862.2,18636.9,3979.1,40865.2,38801.7,10159.3,69,0,5,2,225000
25.88942338,-80.17358019,6.2229E+11,7260,878,158,624.3,17104.6,2987.5,41420.5,38558.2,11626,67,0,6,1,108000
25.89194737,-80.18366859,6.223E+11,9372,1699,5526,4043.3,20361.1,2966.2,41932,40700.3,8381.5,71,0,12,2,155000
25.89222337,-80.17898226,6.223E+11,7230,1249,1214,2672.7,18803.6,4198.9,42198.1,40179.9,9908.7,58,0,12,2,118000
25.89254685,-80.18136931,6.223E+11,9100,1353,2428,3444.1,19593.8,3736.9,42210.5,40581.9,9146.9,67,0,10,2,195000
25.89288461,-80.18235668,6.223E+11,9450,1193,3809,3786.6,19905.1,3506.1,42305.5,40826.7,8821.9,67,0,6,2,210000
25.89298855,-80.17993187,6.223E+11,10500,914,0,3065.7,19106.7,4225.7,42412.5,40533.4,9621,81,0,6,1,160000
25.89303625,-80.17466743,6.2229E+11,8224,1879,2945,1480.7,17374.4,2753.2,42654.4,39906.5,11345.7,66,0,8,4,155000
25.89329871,-80.17467739,6.2229E+11,8090,2431,23707,1522,17372.6,2740.7,42750.2,39998.4,11347.3,46,0,4,4,289000
25.89376489,-80.17676586,6.2229E+11,4950,1167,293,2222.4,18038.9,3394.6,42851,40427.6,10661.9,70,0,2,4,180000
25.89380347,-80.17339391,6.2229E+11,6850,1320,4920,1208.7,16956.4,2312.9,42974.8,40003.1,11794.7,0,0,3,2,240000
25.89392036,-80.18000358,6.223E+11,8862,1804,3259,3222.8,19117.8,4369.5,42745.7,40853,9619.7,69,0,3,4,250000
25.89511996,-80.17341686,6.2229E+11,10725,1877,1731,1391,16928.1,2283.7,43443.7,40449,11795.4,21,0,4,2,260000
25.89511996,-80.17341686,6.2229E+11,10725,1877,1731,1391,16928.1,2283.7,43443.7,40449,11795.4,21,0,8,2,285000
25.89517615,-80.18513941,6.223E+11,6900,1317,906,4963.8,20791.8,3091.9,43076.7,41974,7957.6,26,0,4,2,179000
25.89520271,-80.17158301,6.2229E+11,9088,1404,990,866.9,16331.4,1687,43566,40272.8,12404.7,67,0,4,2,175000
25.89543117,-80.1790375,6.22291E+11,9525,1228,26063,3137.5,18772,4126.6,43326.6,41234.8,9953.8,21,0,3,2,305000
25.89554467,-80.17577018,6.2229E+11,16006,1711,0,2144.3,17677.7,3032.5,43485.8,40861.1,11010,70,0,10,2,216000
25.89572795,-80.17161076,6.2229E+11,8960,1617,70,963.9,16331.4,1686,43753.5,40455.9,12402.5,67,0,3,4,2.00E+05
25.89604596,-80.1732343,6.2229E+11,10500,1638,0,1484.8,16859.9,2213.3,43784.9,40743.4,11870.9,21,0,11,4,291500
25.89605517,-80.17300015,6.2229E+11,10500,1343,1140,1414.7,16779.2,2132.6,43798.4,40718.6,11944.3,21,0,9,2,280000
25.89647869,-80.17517655,6.2229E+11,7800,1546,2761,2132.2,17501.4,2860.2,43861.7,41124.3,11245.5,21,0,7,4,269000
25.89657552,-80.1732584,6.2229E+11,10275,1528,2943,1583.8,16864,2226,43975.2,40928.2,11870.9,59,0,8,4,266500
25.89681265,-80.17892093,6.22291E+11,7650,1459,1900,3299.6,18714.7,4081.3,43860.3,41709.8,10005.2,21,0,5,2,260000
25.89684523,-80.17610422,6.2229E+11,7800,1329,3935,2464.8,17808,3175.7,43951.4,41355.3,10948.4,69,0,7,2,180000
25.89700003,-80.17209565,6.2229E+11,8220,2141,1439,1350.1,16489,1873.4,44186.5,40946.4,12267.9,65,0,7,4,3.00E+05
25.89805933,-80.18197144,6.2229E+11,6850,1395,1493,4407.2,19711.1,4153.5,44192.2,42496.7,9042.9,67,0,4,2,167500
25.89825858,-80.16836413,6.2229E+11,9360,1055,3042,713.3,15198.7,985.8,44847.1,40988.5,13469.1,26,0,12,2,230000
25.89830205,-80.17582633,6.22291E+11,9111,902,880,2635.5,17684,3171.9,44485,41813.4,11059.2,67,0,3,1,130000
25.89830965,-80.17562322,6.22291E+11,9111,2389,0,2575.4,17612.8,3102.3,44495.3,41790.3,11121.5,67,0,4,2,135000
25.89847415,-80.17849931,6.2229E+11,6227,927,2206,3433.2,18537.2,4030.7,44479.6,42219.8,10164,66,0,2,2,122000
25.89925744,-80.17527295,6.22291E+11,8580,1323,1369,2673,17482.5,3104.2,44850.7,42072.4,11256.6,66,0,10,2,155000
25.89950992,-80.17821297,6.2229E+11,8633,1551,4466,3526.9,18435.6,4039.2,44831.6,42506.2,10287.3,36,0,6,2,160000
25.90080433,-80.17001102,6.222E+11,7620,1731,75,1733.1,15738.2,2003.5,45667.3,42042.1,13016.8,26,0,3,2,247500
25.90101654,-80.18562945,6.2219E+11,7680,1144,4314,5943.4,20863.5,3021,45201.1,43977.1,7890.7,61,0,1,1,105000
25.90128063,-80.16997145,6.222E+11,9108,2206,1565,1832.1,15715.4,2101.4,45836.5,42198.4,13034.6,61,0,10,2,185000
25.90167864,-80.17037152,6.222E+11,10560,1596,33845,2020.4,15839.2,2289.5,45954.8,42373,12904.6,39,0,2,2,289000
25.90175149,-80.18248702,6.2219E+11,9000,1192,0,5160.6,19831.3,4062.9,45524.4,43802.1,8937.9,69,0,7,1,145000
25.90193433,-80.17811297,6.2219E+11,8160,1796,1083,4009.3,18392.6,4370.3,45719.1,43323.5,10380.6,36,0,4,2,180000
25.90215466,-80.18073167,6.2219E+11,9077,1730,3246,4752.3,19253.3,4651.4,45716,43714.7,9529.5,64,0,4,2,275000
25.90219531,-80.17043857,6.222E+11,10425,1682,20511,2163.7,15865.8,2431.8,46134.6,42556.8,12900.6,61,0,7,2,240000
25.90220422,-80.17959639,6.2219E+11,9000,1517,2184,4454.1,18877.4,4843,45765.6,43589.6,9901.5,41,0,8,2,276000
25.90232911,-80.16705047,6.222E+11,9730,1154,2445,1378,14754.4,1603.9,46370.9,42277.7,14018.2,41,0,12,2,215000
25.90258686,-80.17000565,6.222E+11,10425,2219,5168,2153.2,15723.3,2425.5,46298.5,42649.5,13054.2,31,0,8,4,300033
25.90269094,-80.1807483,6.2219E+11,9728,1424,2852,4866.6,19257,4656.6,45914,43897.9,9543.7,21,0,7,4,245000
25.90269718,-80.16707366,6.222E+11,9730,1399,0,1464.7,14761.3,1694,46504.8,42406.3,14022,66,0,9,2,225000
25.90292846,-80.18385904,6.2219E+11,9525,1461,0,5764.1,20279.4,3644.1,45917.8,44368.5,8529.1,21,0,4,4,218400
25.90295782,-80.16306737,6.222E+11,8775,1969,27216,564.6,13444.3,1067.6,46847.8,42144.4,15341.4,63,0,8,2,230000
25.90315407,-80.17832703,6.2219E+11,9525,1306,1891,4336.2,18463.2,4656.2,46148,43756.5,10347.8,26,0,11,4,228500
25.90359577,-80.16712723,6.222E+11,9730,2079,23528,1693.2,14784.6,1945.9,46819.1,42721.3,14034.2,66,0,2,2,171000
25.90381183,-80.17596126,6.2219E+11,8636,1836,0,3914.8,17693.5,4188.9,46473.4,43710.9,11145.1,68,0,6,2,150000
25.9039079,-80.16429711,6.222E+11,8500,2045,16620,1086.9,13855.6,1535,47123.4,42596.4,14963.9,57,0,2,4,278000
25.90394212,-80.17209149,6.222E+11,10500,1112,648,2991,16418.4,3259.3,46679.2,43328.5,12413.4,66,0,4,2,195000
25.9041479,-80.17618075,6.2219E+11,8636,1023,0,4049.4,17770.1,4323.2,46585.1,43849.1,11073.8,69,0,3,1,120000
25.90431147,-80.17233495,6.222E+11,10500,1538,1540,3143,16506,3412.2,46802.7,43483.3,12334.7,21,0,8,2,259000
25.90432843,-80.1718848,6.222E+11,10500,1483,0,3035.9,16357.5,3297.3,46829.5,43441.8,12481.2,31,0,8,2,250000
25.90445373,-80.18227572,6.2219E+11,9506,1022,25597,5647.6,19775.4,4241.8,46501.4,44673.1,9068,36,0,11,2,240000
25.90449508,-80.18125531,6.2219E+11,9503,1360,3004,5399.3,19444.8,4577.5,46541.8,44566.1,9406.7,41,0,7,2,170000
25.90453869,-80.18017664,6.2219E+11,10500,1388,3893,5121,19081.7,4921.2,46587.9,44442.7,9752.1,21,0,4,4,235000
25.90469777,-80.18528804,6.2219E+11,10727,1159,23005,6505.5,20766.5,3284.7,46528.7,45141.3,8075.5,31,0,4,2,266000
25.90471861,-80.18489696,6.2219E+11,9506,1140,3590,6408.6,20646.1,3417.3,46542.2,45098.6,8211,69,0,11,2,210000
25.90472841,-80.18470579,6.2219E+11,9506,1764,20337,6353.6,20577.9,3474,46548.1,45074.5,8268.4,21,0,7,4,336500
25.90498573,-80.16879283,6.222E+11,10016,1665,1036,2437.8,15352.9,2685.1,47229,43363.4,13492.3,65,0,3,2,235000
25.90585987,-80.16883481,6.222E+11,10031,1811,0,2662.7,15389.6,2942.4,47542.5,43674.2,13473.7,66,0,11,2,132000
25.90655032,-80.17492763,6.2219E+11,9315,1217,0,4319.3,17411.3,4578.8,47495.2,44525,11471.4,21,0,11,2,262000
25.90667666,-80.18081908,6.2219E+11,8100,1046,0,5801.6,19352.9,4889.8,47348.5,45249.6,9542,16,0,8,2,229500
25.90668872,-80.17085586,6.222E+11,7946,1223,23935,3362.2,16085.2,3604.8,47735.5,44158.6,12810.8,67,0,11,1,120000
25.90670652,-80.18008952,6.2219E+11,8100,2785,10388,5628.4,19112.2,5121.7,47378.9,45171.4,9779.3,26,0,12,4,289900
25.90683744,-80.16730507,6.222E+11,12649,2138,2280,2529.6,14923.3,2935.6,47967.3,43872.2,13971.4,45,0,1,2,210000
25.9069713,-80.17367557,6.2219E+11,8040,1744,2907,4124.6,17021.6,4353.2,47704.8,44545.6,11888.3,36,0,8,4,245000
25.90727215,-80.18298225,6.2219E+11,6527,1764,20094,6486.7,20064.8,4270.7,47543.2,45740.4,8811.2,36,0,12,4,253500
25.90739841,-80.18574893,6.2219E+11,9714,1871,3115,7202.2,20980.5,3434.3,47500.9,46101.7,7911.1,21,0,2,4,241000
25.90747536,-80.1842232,6.2219E+11,17577,1397,15000,6811.2,20455.9,3888.4,47558.8,45928.4,8384.3,46,0,4,4,250000
25.90760805,-80.18091556,6.2219E+11,8723,1008,3445,6051.5,19412.2,4958.5,47685.9,45578.3,9505.4,31,0,9,2,165000
25.90772412,-80.17789989,6.2219E+11,8712,1239,0,5337.5,18426.1,5606.7,47815.1,45262.8,10494,65,0,2,2,205000
25.90783857,-80.17464342,3.0222E+12,8712,1580,2550,4568,17364.6,4795.4,47977.5,44945,11562.6,0,0,4,2,240000
25.90790008,-80.18663033,6.2219E+11,13900,1030,0,7532,21271.7,3222.8,47668,46377.9,7606.9,31,0,4,2,179000
25.90796064,-80.18433757,6.2219E+11,7867,1167,1719,6978.9,20541.8,3947.3,47737.9,46118.5,8378.2,41,0,2,2,145000
25.90807992,-80.16795412,3.0222E+12,9900,1556,0,2973.7,15183.3,3424,48378.1,44362.6,13752.4,61,0,9,1,148900
25.90807992,-80.16795412,3.0222E+12,9900,1556,0,2973.7,15183.3,3424,48378.1,44362.6,13752.4,61,0,9,1,158000
25.90807992,-80.16795412,3.0222E+12,9900,1556,0,2973.7,15183.3,3424,48378.1,44362.6,13752.4,61,0,9,1,177500
25.90848622,-80.18096536,6.2219E+11,9052,1648,1967,6272.5,19457.4,5049.4,47999.9,45878.1,9484.7,36,0,4,4,215000
25.90886801,-80.18447189,6.2219E+11,7740,1700,0,7225.9,20624.6,4045.2,48060.4,46434.9,8336.5,41,0,6,4,210000
25.90900079,-80.18067861,6.2219E+11,8385,1445,0,6329.1,19387.7,5206.4,48194.3,46019.7,9580.4,62,0,9,2,267500
25.90928432,-80.17392195,3.0222E+12,9042,1427,16795,4589.1,17196.4,4796.3,48524.2,45363.9,11797.9,62,0,1,1,140000
25.90928432,-80.17392195,3.0222E+12,9042,1427,16795,4589.1,17196.4,4796.3,48524.2,45363.9,11797.9,62,0,6,1,165000
25.90929811,-80.18309522,6.2219E+11,12655,1633,0,6987.4,20176.4,4501,48249.8,46412.8,8771.1,21,0,1,4,3.00E+05
25.90935687,-80.18165934,6.2219E+11,8385,2313,0,6658,19722.5,4953.8,48303.9,46261.6,9255.6,21,0,12,4,324000
25.91011343,-80.18452774,6.2219E+11,7320,1602,1564,7544.6,20697.9,4223.5,48514,46865,8316.8,31,0,7,4,220000
25.91018597,-80.18248777,6.2219E+11,7800,2601,10606,7060.2,20034,4829.4,48580.2,46637.5,8984.2,21,0,8,4,3.00E+05
25.91044929,-80.16633127,3.0222E+12,9042,1542,1940,2347.8,14767.7,3052.2,49317.7,45048.6,13404.4,61,0,12,1,170700
25.91053557,-80.17379651,3.0222E+12,9042,1382,0,4350.4,17219,4461.9,48980.1,45782.3,11766.6,21,0,2,2,231000
25.910556,-80.18367241,3.02219E+12,10500,1544,803,7406.4,20412,4528,48719.1,46933.5,8559.6,31,0,5,4,217000
25.91058102,-80.1726272,3.0222E+12,9042,1782,3759,3992.4,16836.9,4161.2,49045.4,45680,12087.4,26,0,4,2,180000
25.91070101,-80.16980283,3.0222E+12,9042,1163,0,3160.9,15916.1,3509.3,49223.8,45450.7,12647.7,16,0,10,2,220000
25.91081323,-80.18404124,3.02219E+12,7650,1811,21650,7518,20556.9,4478.2,48797,47054.4,8453.8,16,0,6,4,315000
25.91092407,-80.17615115,6.222E+11,8473,1302,27824,5021.9,17999.5,5005.3,49042.1,46173.3,11042.3,63,0,12,1,150000
25.91105069,-80.18204614,3.02219E+12,7500,2015,461,6857.1,19917.3,5092.3,48928.7,46894.1,9107,21,0,6,2,165000
25.91121171,-80.16963052,3.0222E+12,9042,1557,5133,3015.2,15855.9,3326.1,49414.4,45610.9,12528.2,62,0,5,4,243000
25.91124355,-80.16881708,3.0222E+12,9042,1362,18000,2780.5,15588.2,3158.3,49466.6,45546.5,12676.7,62,0,3,2,249000
25.91139953,-80.16507763,3.0222E+12,10850,1765,0,1821.3,14356.4,2610.7,49731.4,45277.1,13400.9,63,0,12,2,227000
25.91145806,-80.18206739,3.02219E+12,7500,1692,426,6830,19920.4,5156.6,49073.8,47032.4,9102.4,21,0,11,4,270000
25.91146049,-80.1816726,3.02219E+12,10500,1979,0,6679.5,19767.7,5249.9,49080.5,46980.6,9210,21,0,7,4,310000
25.91182046,-80.17514095,3.0222E+12,7918,1043,1870,4593.5,17644,4543.9,49417.9,46389.6,11148.8,62,0,12,2,170000
25.91193117,-80.17448403,3.0222E+12,9042,1540,4570,4385.7,17445.5,4340.9,49455.5,46335,11313.7,41,0,7,2,235000
25.91206192,-80.17568867,6.222E+11,8680,1105,588,4727.3,17806.6,4639.2,49485.2,46530.7,10938.4,64,0,8,2,170000
25.91215364,-80.16845088,3.0222E+12,9042,1524,968,2510.4,15460.7,2820.3,49814.8,45834,12489.7,64,0,4,1,105000
25.91215364,-80.16845088,3.0222E+12,9042,1524,968,2510.4,15460.7,2820.3,49814.8,45834,12489.7,64,0,10,1,2.00E+05
25.91237495,-80.17271182,3.0222E+12,9042,1912,24920,3780.8,16858.9,3768.1,49688.7,46310.1,11601.8,64,0,9,2,155000
25.91237495,-80.17271182,3.0222E+12,9042,1912,24920,3780.8,16858.9,3768.1,49688.7,46310.1,11601.8,64,0,9,2,170000
25.91265599,-80.18088266,3.02219E+12,12675,2656,0,6376.8,19533.4,5699.8,49487.4,47258.7,9378,36,0,10,4,275000
25.91267812,-80.18373557,3.02219E+12,8400,2551,8495,7293.7,20457.5,4907.1,49479.5,47645,8565,21,0,10,4,340000
25.91312055,-80.16691143,3.0222E+12,9042,1582,16946,1900,14943.6,2246.5,50242.9,46036.6,12535.3,61,0,2,2,150000
